epoch,train_loss,val_loss
1,1.0609924704470532,0.5069119820569424
2,0.5774083773902756,0.391915359205388
3,0.4639583017597807,0.34320044599949046
4,0.40063822138261923,0.31008938481198983
5,0.35707026592832297,0.2831777810574846
