epoch,train_loss,val_loss
1,4.258490274040646,1.2530007901343894
2,1.1462342377576653,0.6523647980804139
3,0.7039713962506537,0.45941986929863055
4,0.5260579454737098,0.3814262635371786
5,0.44832766022762105,0.3543633318644889
